Date,Health_District,Age_Group,Cases,Hospitalized,Deaths,State
2020-05-20,Chesterfield,60-69,128,18,8,Virginia
2020-05-20,Southside,10-19,3,0,0,Virginia
2020-05-20,New River,80+,4,2,0,Virginia
2020-05-20,Central Virginia,50-59,31,2,1,Virginia
2020-05-20,Hampton,70-79,11,6,0,Virginia
2020-05-20,Pittsylvania-Danville,10-19,1,0,0,Virginia
2020-05-20,Richmond,60-69,102,35,6,Virginia
2020-05-20,Chickahominy,40-49,52,7,1,Virginia
2020-05-20,Three Rivers,80+,22,5,3,Virginia
2020-05-20,Rappahannock,30-39,233,10,0,Virginia
2020-05-20,Lord Fairfax,60-69,138,28,7,Virginia
2020-05-20,Western Tidewater,0-9,5,0,0,Virginia
2020-05-20,Rappahannock,70-79,33,15,4,Virginia
2020-05-20,Prince William,80+,129,44,42,Virginia
2020-05-20,Hampton,80+,3,2,1,Virginia
2020-05-20,Alexandria,80+,71,22,16,Virginia
2020-05-20,Mount Rogers,60-69,24,2,0,Virginia
2020-05-20,Eastern Shore,60-69,132,12,5,Virginia
2020-05-20,Lord Fairfax,70-79,76,18,7,Virginia
2020-05-20,New River,30-39,6,0,0,Virginia
2020-05-20,Chesapeake,10-19,11,0,0,Virginia
2020-05-20,Hampton,40-49,23,2,0,Virginia
2020-05-20,Peninsula,Missing,3,0,0,Virginia
2020-05-20,Norfolk,0-9,5,0,0,Virginia
2020-05-20,Cumberland Plateau,40-49,5,0,0,Virginia
2020-05-20,Eastern Shore,10-19,38,0,0,Virginia
2020-05-20,Mount Rogers,10-19,16,0,0,Virginia
2020-05-20,Rappahannock Rapidan,0-9,37,1,0,Virginia
2020-05-20,Three Rivers,0-9,2,0,0,Virginia
2020-05-20,Henrico,40-49,192,14,0,Virginia
2020-05-20,Alexandria,50-59,216,34,7,Virginia
2020-05-20,Arlington,0-9,29,3,0,Virginia
2020-05-20,Chickahominy,Missing,5,0,0,Virginia
2020-05-20,New River,20-29,23,0,0,Virginia
2020-05-20,Virginia Beach,20-29,74,1,0,Virginia
2020-05-20,Chesapeake,50-59,79,16,1,Virginia
2020-05-20,Alleghany,80+,21,7,3,Virginia
2020-05-20,Fairfax,10-19,373,12,0,Virginia
2020-05-20,Chesapeake,60-69,56,17,4,Virginia
2020-05-20,West Piedmont,Missing,0,0,0,Virginia
2020-05-20,Peninsula,80+,43,23,14,Virginia
2020-05-20,Crater,40-49,74,11,1,Virginia
2020-05-20,Chesapeake,40-49,67,11,0,Virginia
2020-05-20,Thomas Jefferson,20-29,50,0,0,Virginia
2020-05-20,Lord Fairfax,20-29,158,2,0,Virginia
2020-05-20,Norfolk,20-29,77,1,0,Virginia
2020-05-20,Arlington,30-39,322,37,0,Virginia
2020-05-20,West Piedmont,60-69,18,1,0,Virginia
2020-05-20,Henrico,50-59,185,22,5,Virginia
2020-05-20,West Piedmont,50-59,24,2,0,Virginia
2020-05-20,Cumberland Plateau,20-29,1,0,0,Virginia
2020-05-20,Alexandria,70-79,83,31,12,Virginia
2020-05-20,Portsmouth,20-29,35,2,0,Virginia
2020-05-20,Western Tidewater,30-39,46,1,0,Virginia
2020-05-20,Central Shenandoah,0-9,31,0,0,Virginia
2020-05-20,Henrico,80+,239,53,57,Virginia
2020-05-20,Alexandria,0-9,77,1,0,Virginia
2020-05-20,Pittsylvania-Danville,40-49,14,4,0,Virginia
2020-05-20,Henrico,20-29,134,8,0,Virginia
2020-05-20,Roanoke,60-69,10,1,0,Virginia
2020-05-20,Peninsula,30-39,62,6,1,Virginia
2020-05-20,Alleghany,60-69,25,6,0,Virginia
2020-05-20,Prince William,70-79,165,50,24,Virginia
2020-05-20,Norfolk,60-69,38,14,1,Virginia
2020-05-20,Southside,40-49,18,3,0,Virginia
2020-05-20,Chesterfield,30-39,235,1,0,Virginia
2020-05-20,Loudoun,70-79,78,29,9,Virginia
2020-05-20,Central Virginia,40-49,26,0,0,Virginia
2020-05-20,New River,Missing,0,0,0,Virginia
2020-05-20,Chickahominy,20-29,42,0,0,Virginia
2020-05-20,New River,0-9,2,0,0,Virginia
2020-05-20,Cumberland Plateau,0-9,0,0,0,Virginia
2020-05-20,Three Rivers,70-79,21,4,2,Virginia
2020-05-20,Rappahannock Rapidan,40-49,188,12,1,Virginia
2020-05-20,Hampton,0-9,6,0,0,Virginia
2020-05-20,Piedmont,50-59,130,10,0,Virginia
2020-05-20,Rappahannock,20-29,196,7,0,Virginia
2020-05-20,West Piedmont,20-29,14,0,0,Virginia
2020-05-20,Arlington,70-79,137,61,24,Virginia
2020-05-20,Chickahominy,50-59,75,15,0,Virginia
2020-05-20,Alleghany,40-49,19,0,0,Virginia
2020-05-20,Prince William,50-59,866,115,4,Virginia
2020-05-20,Mount Rogers,0-9,16,1,0,Virginia
2020-05-20,Eastern Shore,0-9,10,1,0,Virginia
2020-05-20,Thomas Jefferson,60-69,48,14,2,Virginia
2020-05-20,Pittsylvania-Danville,70-79,10,7,0,Virginia
2020-05-20,Chesterfield,80+,95,13,19,Virginia
2020-05-20,Richmond,0-9,25,2,0,Virginia
2020-05-20,Chesapeake,80+,33,12,6,Virginia
2020-05-20,Peninsula,40-49,63,5,1,Virginia
2020-05-20,Henrico,0-9,37,0,0,Virginia
2020-05-20,Lenowisco,80+,0,0,0,Virginia
2020-05-20,Piedmont,60-69,96,11,2,Virginia
2020-05-20,West Piedmont,0-9,3,0,0,Virginia
2020-05-20,Rappahannock Rapidan,70-79,24,6,4,Virginia
2020-05-20,Central Shenandoah,70-79,76,23,11,Virginia
2020-05-20,Chesapeake,30-39,73,3,0,Virginia
2020-05-20,Chickahominy,0-9,5,0,0,Virginia
2020-05-20,Prince William,0-9,142,3,0,Virginia
2020-05-20,Eastern Shore,50-59,200,9,5,Virginia
2020-05-20,Mount Rogers,50-59,40,2,0,Virginia
2020-05-20,Loudoun,10-19,81,0,0,Virginia
2020-05-20,Southside,80+,59,6,8,Virginia
2020-05-20,Central Virginia,80+,5,2,0,Virginia
2020-05-20,Rappahannock,Missing,13,0,0,Virginia
2020-05-20,Rappahannock Rapidan,30-39,201,11,1,Virginia
2020-05-20,New River,50-59,15,2,0,Virginia
2020-05-20,Richmond,80+,23,11,7,Virginia
2020-05-20,Mount Rogers,20-29,38,0,0,Virginia
2020-05-20,Eastern Shore,20-29,126,2,0,Virginia
2020-05-20,Hampton,10-19,7,0,0,Virginia
2020-05-20,Portsmouth,0-9,2,1,0,Virginia
2020-05-20,Crater,70-79,49,16,4,Virginia
2020-05-20,Chesterfield,40-49,229,8,2,Virginia
2020-05-20,Alexandria,Missing,5,0,0,Virginia
2020-05-20,Southside,30-39,18,0,0,Virginia
2020-05-20,Prince William,Missing,78,0,0,Virginia
2020-05-20,Hampton,60-69,23,9,1,Virginia
2020-05-20,Fairfax,20-29,1247,52,1,Virginia
2020-05-20,Thomas Jefferson,0-9,5,1,0,Virginia
2020-05-20,Lenowisco,40-49,5,2,0,Virginia
2020-05-20,Central Virginia,10-19,12,1,0,Virginia
2020-05-20,Lenowisco,70-79,5,3,1,Virginia
2020-05-20,Virginia Beach,0-9,4,0,0,Virginia
2020-05-20,Lenowisco,50-59,13,5,0,Virginia
2020-05-20,Chesapeake,70-79,36,18,2,Virginia
2020-05-20,Western Tidewater,80+,128,21,17,Virginia
2020-05-20,Thomas Jefferson,10-19,12,0,0,Virginia
2020-05-20,Richmond,40-49,177,13,0,Virginia
2020-05-20,Lord Fairfax,50-59,189,10,1,Virginia
2020-05-20,Lord Fairfax,10-19,50,0,0,Virginia
2020-05-20,Rappahannock Rapidan,10-19,70,1,0,Virginia
2020-05-20,Crater,50-59,83,17,1,Virginia
2020-05-20,Arlington,Missing,3,0,0,Virginia
2020-05-20,Roanoke,50-59,14,1,0,Virginia
2020-05-20,Rappahannock,10-19,80,1,0,Virginia
2020-05-20,Roanoke,10-19,3,0,0,Virginia
2020-05-20,Eastern Shore,Missing,0,0,0,Virginia
2020-05-20,Mount Rogers,Missing,0,0,0,Virginia
2020-05-20,Prince William,60-69,467,88,15,Virginia
2020-05-20,Alleghany,70-79,21,4,3,Virginia
2020-05-20,Crater,20-29,66,6,0,Virginia
2020-05-20,Loudoun,60-69,141,24,3,Virginia
2020-05-20,Fairfax,0-9,180,7,0,Virginia
2020-05-20,Roanoke,Missing,3,0,0,Virginia
2020-05-20,Alexandria,20-29,237,5,1,Virginia
2020-05-20,Portsmouth,70-79,17,5,3,Virginia
2020-05-20,Alleghany,30-39,15,2,0,Virginia
2020-05-20,Prince William,20-29,880,31,0,Virginia
2020-05-20,Southside,70-79,38,9,10,Virginia
2020-05-20,Piedmont,Missing,2,0,0,Virginia
2020-05-20,Rappahannock,0-9,35,1,0,Virginia
2020-05-20,Henrico,30-39,169,6,0,Virginia
2020-05-20,Prince William,10-19,308,3,0,Virginia
2020-05-20,Chickahominy,10-19,13,0,0,Virginia
2020-05-20,Lord Fairfax,0-9,16,0,0,Virginia
2020-05-20,Central Virginia,Missing,0,0,0,Virginia
2020-05-20,Fairfax,60-69,981,219,36,Virginia
2020-05-20,Henrico,70-79,155,39,32,Virginia
2020-05-20,Western Tidewater,20-29,39,1,0,Virginia
2020-05-20,Peninsula,0-9,12,0,0,Virginia
2020-05-20,Loudoun,40-49,374,18,0,Virginia
2020-05-20,Pittsylvania-Danville,30-39,9,0,0,Virginia
2020-05-20,Loudoun,20-29,247,2,0,Virginia
2020-05-20,Crater,60-69,74,22,8,Virginia
2020-05-20,Loudoun,80+,134,37,36,Virginia
2020-05-20,Arlington,80+,159,63,44,Virginia
2020-05-20,Virginia Beach,10-19,18,0,0,Virginia
2020-05-20,Mount Rogers,80+,16,4,5,Virginia
2020-05-20,Eastern Shore,80+,42,14,11,Virginia
2020-05-20,Crater,10-19,16,0,0,Virginia
2020-05-20,Lenowisco,30-39,4,1,1,Virginia
2020-05-20,Norfolk,Missing,4,0,0,Virginia
2020-05-20,Henrico,Missing,18,1,1,Virginia
2020-05-20,New River,40-49,13,1,0,Virginia
2020-05-20,Central Virginia,0-9,3,0,0,Virginia
2020-05-20,New River,70-79,9,5,1,Virginia
2020-05-20,Loudoun,0-9,48,1,0,Virginia
2020-05-20,Central Virginia,70-79,13,4,1,Virginia
2020-05-20,Southside,0-9,1,0,0,Virginia
2020-05-20,Three Rivers,40-49,94,8,1,Virginia
2020-05-20,Chickahominy,30-39,47,0,0,Virginia
2020-05-20,Central Shenandoah,60-69,167,29,6,Virginia
2020-05-20,Western Tidewater,60-69,97,10,4,Virginia
2020-05-20,Cumberland Plateau,30-39,5,0,0,Virginia
2020-05-20,Portsmouth,10-19,2,0,0,Virginia
2020-05-20,Chesterfield,Missing,19,0,0,Virginia
2020-05-20,Alexandria,40-49,316,27,0,Virginia
2020-05-20,Thomas Jefferson,70-79,46,15,1,Virginia
2020-05-20,Three Rivers,30-39,97,2,0,Virginia
2020-05-20,Western Tidewater,70-79,72,17,10,Virginia
2020-05-20,Arlington,60-69,216,63,16,Virginia
2020-05-20,Cumberland Plateau,10-19,12,0,0,Virginia
2020-05-20,West Piedmont,30-39,15,0,0,Virginia
2020-05-20,Peninsula,10-19,9,1,0,Virginia
2020-05-20,Lenowisco,10-19,2,0,0,Virginia
2020-05-20,Chesapeake,0-9,9,1,0,Virginia
2020-05-20,Peninsula,50-59,96,15,2,Virginia
2020-05-20,Cumberland Plateau,Missing,0,0,0,Virginia
2020-05-20,Peninsula,60-69,97,26,3,Virginia
2020-05-20,Lord Fairfax,30-39,154,9,0,Virginia
2020-05-20,Virginia Beach,Missing,13,0,0,Virginia
2020-05-20,Arlington,40-49,290,41,2,Virginia
2020-05-20,West Piedmont,10-19,9,0,0,Virginia
2020-05-20,Chickahominy,70-79,37,17,4,Virginia
2020-05-20,Pittsylvania-Danville,20-29,7,0,0,Virginia
2020-05-20,Loudoun,50-59,294,23,1,Virginia
2020-05-20,Richmond,30-39,178,9,0,Virginia
2020-05-20,Thomas Jefferson,Missing,0,0,0,Virginia
2020-05-20,Rappahannock Rapidan,80+,19,10,4,Virginia
2020-05-20,Lord Fairfax,Missing,1,0,0,Virginia
2020-05-20,Cumberland Plateau,50-59,3,1,0,Virginia
2020-05-20,Loudoun,Missing,8,0,0,Virginia
2020-05-20,Southside,50-59,37,5,0,Virginia
2020-05-20,Chesterfield,20-29,157,3,0,Virginia
2020-05-20,Norfolk,70-79,18,13,2,Virginia
2020-05-20,Alleghany,10-19,2,0,0,Virginia
2020-05-20,Crater,80+,34,7,0,Virginia
2020-05-20,Portsmouth,Missing,0,0,0,Virginia
2020-05-20,Western Tidewater,10-19,6,0,0,Virginia
2020-05-20,Chesterfield,10-19,92,0,0,Virginia
2020-05-20,Southside,60-69,37,9,3,Virginia
2020-05-19,Norfolk,0-9,4,0,0,Virginia
2020-05-19,Cumberland Plateau,40-49,5,0,0,Virginia
2020-05-19,Eastern Shore,10-19,38,0,0,Virginia
2020-05-19,Mount Rogers,10-19,16,0,0,Virginia
2020-05-19,Rappahannock Rapidan,0-9,36,1,0,Virginia
2020-05-19,Three Rivers,0-9,2,0,0,Virginia
2020-05-19,Henrico,40-49,187,14,0,Virginia
2020-05-19,Alexandria,50-59,208,32,7,Virginia
2020-05-19,Arlington,0-9,29,3,0,Virginia
2020-05-19,Chickahominy,Missing,5,0,0,Virginia
2020-05-19,New River,20-29,22,0,0,Virginia
2020-05-19,Virginia Beach,20-29,71,1,0,Virginia
2020-05-19,Chesapeake,50-59,78,16,1,Virginia
2020-05-19,Alleghany,80+,21,7,3,Virginia
2020-05-19,Fairfax,10-19,350,12,0,Virginia
2020-05-19,Chesapeake,60-69,55,16,3,Virginia
2020-05-19,West Piedmont,Missing,0,0,0,Virginia
2020-05-19,Peninsula,80+,43,23,14,Virginia
2020-05-19,Crater,40-49,74,11,1,Virginia
2020-05-19,Chesapeake,40-49,64,10,0,Virginia
2020-05-19,Thomas Jefferson,20-29,50,0,0,Virginia
2020-05-19,Lord Fairfax,20-29,150,2,0,Virginia
2020-05-19,Norfolk,20-29,77,1,0,Virginia
2020-05-19,Arlington,30-39,314,37,0,Virginia
2020-05-19,West Piedmont,60-69,17,1,0,Virginia
2020-05-19,Henrico,50-59,181,22,5,Virginia
2020-05-19,West Piedmont,50-59,23,2,0,Virginia
2020-05-19,Cumberland Plateau,20-29,1,0,0,Virginia
2020-05-19,Alexandria,70-79,81,30,9,Virginia
2020-05-19,Portsmouth,20-29,35,2,0,Virginia
2020-05-19,Western Tidewater,30-39,44,1,0,Virginia
2020-05-19,Central Shenandoah,0-9,30,0,0,Virginia
2020-05-19,Henrico,80+,239,53,57,Virginia
2020-05-19,Alexandria,0-9,72,2,0,Virginia
2020-05-19,Pittsylvania-Danville,40-49,14,4,0,Virginia
2020-05-19,Henrico,20-29,131,7,0,Virginia
2020-05-19,Roanoke,60-69,10,1,0,Virginia
2020-05-19,Peninsula,30-39,61,6,1,Virginia
2020-05-19,Alleghany,60-69,25,6,0,Virginia
2020-05-19,Prince William,70-79,163,49,24,Virginia
2020-05-19,Norfolk,60-69,36,14,1,Virginia
2020-05-19,Southside,40-49,18,3,0,Virginia
2020-05-19,Chesterfield,30-39,230,1,0,Virginia
2020-05-19,Loudoun,70-79,75,28,9,Virginia
2020-05-19,Central Virginia,40-49,25,1,0,Virginia
2020-05-19,New River,Missing,0,0,0,Virginia
2020-05-19,Chickahominy,20-29,43,0,0,Virginia
2020-05-19,New River,0-9,2,0,0,Virginia
2020-05-19,Cumberland Plateau,0-9,0,0,0,Virginia
2020-05-19,Three Rivers,70-79,21,4,2,Virginia
2020-05-19,Rappahannock Rapidan,40-49,178,11,1,Virginia
2020-05-19,Hampton,0-9,6,0,0,Virginia
2020-05-19,Piedmont,50-59,125,10,0,Virginia
2020-05-19,Rappahannock,20-29,189,7,0,Virginia
2020-05-19,West Piedmont,20-29,14,0,0,Virginia
2020-05-19,Arlington,70-79,134,58,21,Virginia
2020-05-19,Chickahominy,50-59,73,15,0,Virginia
2020-05-19,Alleghany,40-49,19,0,0,Virginia
2020-05-19,Prince William,50-59,842,110,4,Virginia
2020-05-19,Mount Rogers,0-9,16,1,0,Virginia
2020-05-19,Eastern Shore,0-9,10,1,0,Virginia
2020-05-19,Thomas Jefferson,60-69,48,13,2,Virginia
2020-05-19,Pittsylvania-Danville,70-79,10,7,0,Virginia
2020-05-19,Chesterfield,80+,95,13,19,Virginia
2020-05-19,Richmond,0-9,24,2,0,Virginia
2020-05-19,Chesapeake,80+,33,12,6,Virginia
2020-05-19,Peninsula,40-49,62,4,1,Virginia
2020-05-19,Henrico,0-9,37,0,0,Virginia
2020-05-19,Lenowisco,80+,0,0,0,Virginia
2020-05-19,Piedmont,60-69,93,11,2,Virginia
2020-05-19,Chesapeake,20-29,45,3,0,Virginia
2020-05-19,Three Rivers,Missing,1,0,0,Virginia
2020-05-19,Henrico,10-19,35,1,0,Virginia
2020-05-19,Mount Rogers,30-39,50,4,0,Virginia
2020-05-19,Eastern Shore,30-39,159,5,0,Virginia
2020-05-19,Chesterfield,0-9,18,0,0,Virginia
2020-05-19,Central Shenandoah,10-19,61,1,0,Virginia
2020-05-19,Crater,0-9,6,1,0,Virginia
2020-05-19,Fairfax,70-79,459,170,62,Virginia
2020-05-19,Rappahannock,80+,17,10,3,Virginia
2020-05-19,Alexandria,10-19,103,1,0,Virginia
2020-05-19,Portsmouth,40-49,39,3,0,Virginia
2020-05-19,Three Rivers,50-59,61,3,0,Virginia
2020-05-19,Alleghany,Missing,0,0,0,Virginia
2020-05-19,Alexandria,30-39,363,22,0,Virginia
2020-05-19,Southside,Missing,0,0,0,Virginia
2020-05-19,Portsmouth,60-69,29,9,4,Virginia
2020-05-19,Roanoke,30-39,24,0,0,Virginia
2020-05-19,Three Rivers,60-69,63,9,0,Virginia
2020-05-19,Fairfax,50-59,1355,201,17,Virginia
2020-05-19,Portsmouth,50-59,43,12,1,Virginia
2020-05-19,Chickahominy,80+,65,24,17,Virginia
2020-05-19,Rappahannock Rapidan,50-59,127,16,0,Virginia
2020-05-19,Fairfax,80+,575,214,186,Virginia
2020-05-19,Hampton,Missing,0,0,0,Virginia
2020-05-19,Cumberland Plateau,80+,0,0,0,Virginia
2020-05-19,Alleghany,50-59,37,4,0,Virginia
2020-05-19,Prince William,40-49,1079,90,2,Virginia
2020-05-19,Fairfax,Missing,36,1,0,Virginia
2020-05-19,Virginia Beach,40-49,84,14,1,Virginia
2020-05-19,Richmond,Missing,0,0,0,Virginia
2020-05-19,Norfolk,40-49,68,9,0,Virginia
2020-05-19,Piedmont,80+,13,3,1,Virginia
2020-05-19,Virginia Beach,60-69,88,13,1,Virginia
2020-05-19,West Piedmont,40-49,16,2,1,Virginia
2020-05-19,Arlington,10-19,49,6,0,Virginia
2020-05-19,Lenowisco,0-9,4,0,0,Virginia
2020-05-19,Pittsylvania-Danville,50-59,17,6,0,Virginia
2020-05-19,Virginia Beach,50-59,94,12,0,Virginia
2020-05-19,Chesapeake,Missing,3,0,0,Virginia
2020-05-19,Central Shenandoah,80+,67,12,10,Virginia
2020-05-19,Thomas Jefferson,40-49,48,5,0,Virginia
2020-05-19,Rappahannock Rapidan,60-69,59,8,1,Virginia
2020-05-19,Norfolk,30-39,79,6,0,Virginia
2020-05-19,Rappahannock Rapidan,Missing,1,0,0,Virginia
2020-05-19,Lord Fairfax,80+,73,21,20,Virginia
2020-05-19,Three Rivers,10-19,13,0,0,Virginia
2020-05-19,Piedmont,40-49,122,4,0,Virginia
2020-05-19,Norfolk,80+,9,6,3,Virginia
2020-05-19,Peninsula,20-29,58,1,0,Virginia
2020-05-19,Norfolk,50-59,60,8,0,Virginia
2020-05-19,Thomas Jefferson,50-59,60,8,1,Virginia
2020-05-19,Richmond,70-79,39,19,6,Virginia
2020-05-19,Chesterfield,70-79,70,13,6,Virginia
2020-05-19,Piedmont,30-39,108,0,0,Virginia
2020-05-19,Prince William,30-39,959,57,1,Virginia
2020-05-19,Alleghany,20-29,30,1,0,Virginia
2020-05-19,Alleghany,0-9,0,0,0,Virginia
2020-05-19,Mount Rogers,40-49,39,0,0,Virginia
2020-05-19,Eastern Shore,40-49,166,6,2,Virginia
2020-05-19,Central Virginia,60-69,33,3,1,Virginia
2020-05-19,Richmond,10-19,42,2,0,Virginia
2020-05-19,Pittsylvania-Danville,60-69,9,4,1,Virginia
2020-05-19,Pittsylvania-Danville,Missing,0,0,0,Virginia
2020-05-19,Chesterfield,60-69,127,18,8,Virginia
2020-05-19,Southside,10-19,3,0,0,Virginia
2020-05-19,New River,80+,4,2,0,Virginia
2020-05-19,Central Virginia,50-59,31,2,1,Virginia
2020-05-19,Hampton,70-79,11,6,0,Virginia
2020-05-19,Pittsylvania-Danville,10-19,1,0,0,Virginia
2020-05-19,Richmond,60-69,100,35,6,Virginia
2020-05-19,Chickahominy,40-49,51,7,1,Virginia
2020-05-19,Three Rivers,80+,21,5,3,Virginia
2020-05-19,Rappahannock,30-39,223,10,0,Virginia
2020-05-19,Lord Fairfax,60-69,137,28,7,Virginia
2020-05-19,Western Tidewater,0-9,5,0,0,Virginia
2020-05-19,Rappahannock,70-79,31,14,4,Virginia
2020-05-19,Prince William,80+,127,43,42,Virginia
2020-05-19,Hampton,80+,3,2,1,Virginia
2020-05-19,Alexandria,80+,70,22,16,Virginia
2020-05-19,Mount Rogers,60-69,23,1,0,Virginia
2020-05-19,Eastern Shore,60-69,133,11,5,Virginia
2020-05-19,Lord Fairfax,70-79,72,17,6,Virginia
2020-05-19,New River,30-39,6,0,0,Virginia
2020-05-19,Chesapeake,10-19,9,0,0,Virginia
2020-05-19,Hampton,40-49,22,2,0,Virginia
2020-05-19,West Piedmont,0-9,3,0,0,Virginia
2020-05-19,Rappahannock Rapidan,70-79,24,5,4,Virginia
2020-05-19,Central Shenandoah,70-79,75,20,10,Virginia
2020-05-19,Chesapeake,30-39,70,3,0,Virginia
2020-05-19,Chickahominy,0-9,5,0,0,Virginia
2020-05-19,Prince William,0-9,138,3,0,Virginia
2020-05-19,Eastern Shore,50-59,200,9,5,Virginia
2020-05-19,Mount Rogers,50-59,40,2,0,Virginia
2020-05-19,Loudoun,10-19,72,0,0,Virginia
2020-05-19,Southside,80+,58,6,8,Virginia
2020-05-19,Central Virginia,80+,5,2,0,Virginia
2020-05-19,Rappahannock,Missing,8,0,0,Virginia
2020-05-19,Rappahannock Rapidan,30-39,190,10,1,Virginia
2020-05-19,New River,50-59,15,2,0,Virginia
2020-05-19,Richmond,80+,23,11,7,Virginia
2020-05-19,Mount Rogers,20-29,37,0,0,Virginia
2020-05-19,Eastern Shore,20-29,126,2,0,Virginia
2020-05-19,Hampton,10-19,7,0,0,Virginia
2020-05-19,Portsmouth,0-9,2,1,0,Virginia
2020-05-19,Crater,70-79,48,16,4,Virginia
2020-05-19,Chesterfield,40-49,225,7,2,Virginia
2020-05-19,Alexandria,Missing,4,0,0,Virginia
2020-05-19,Southside,30-39,18,0,0,Virginia
2020-05-19,Prince William,Missing,54,0,0,Virginia
2020-05-19,Hampton,60-69,23,9,1,Virginia
2020-05-19,Fairfax,20-29,1188,52,1,Virginia
2020-05-19,Thomas Jefferson,0-9,5,1,0,Virginia
2020-05-19,Lenowisco,40-49,5,2,0,Virginia
2020-05-19,Central Virginia,10-19,12,1,0,Virginia
2020-05-19,Lenowisco,70-79,4,3,1,Virginia
2020-05-19,Virginia Beach,0-9,4,0,0,Virginia
2020-05-19,Lenowisco,50-59,13,5,0,Virginia
2020-05-19,Chesapeake,70-79,36,18,2,Virginia
2020-05-19,Western Tidewater,80+,128,21,17,Virginia
2020-05-19,Thomas Jefferson,10-19,11,0,0,Virginia
2020-05-19,Richmond,40-49,170,13,0,Virginia
2020-05-19,Lord Fairfax,50-59,186,9,1,Virginia
2020-05-19,Lord Fairfax,10-19,47,0,0,Virginia
2020-05-19,Rappahannock Rapidan,10-19,64,1,0,Virginia
2020-05-19,Crater,50-59,81,17,1,Virginia
2020-05-19,Arlington,Missing,3,0,0,Virginia
2020-05-19,Roanoke,50-59,14,1,0,Virginia
2020-05-19,Rappahannock,10-19,78,1,0,Virginia
2020-05-19,Roanoke,10-19,3,0,0,Virginia
2020-05-19,Eastern Shore,Missing,0,0,0,Virginia
2020-05-19,Mount Rogers,Missing,0,0,0,Virginia
2020-05-19,Prince William,60-69,449,76,15,Virginia
2020-05-19,Alleghany,70-79,20,3,3,Virginia
2020-05-19,Crater,20-29,65,6,0,Virginia
2020-05-19,Loudoun,60-69,131,24,3,Virginia
2020-05-19,Fairfax,0-9,172,7,0,Virginia
2020-05-19,Roanoke,Missing,3,0,0,Virginia
2020-05-19,Alexandria,20-29,229,5,1,Virginia
2020-05-19,Portsmouth,70-79,17,5,3,Virginia
2020-05-19,Alleghany,30-39,15,2,0,Virginia
2020-05-19,Prince William,20-29,849,31,0,Virginia
2020-05-19,Southside,70-79,35,9,9,Virginia
2020-05-19,Piedmont,Missing,0,0,0,Virginia
2020-05-19,Rappahannock,0-9,34,1,0,Virginia
2020-05-19,Henrico,30-39,167,6,0,Virginia
2020-05-19,Prince William,10-19,300,3,0,Virginia
2020-05-19,Chickahominy,10-19,10,0,0,Virginia
2020-05-19,Lord Fairfax,0-9,15,0,0,Virginia
2020-05-19,Central Virginia,Missing,0,0,0,Virginia
2020-05-19,Fairfax,60-69,921,215,36,Virginia
2020-05-19,Hampton,20-29,30,1,0,Virginia
2020-05-19,Central Shenandoah,40-49,221,6,0,Virginia
2020-05-19,Pittsylvania-Danville,0-9,1,0,0,Virginia
2020-05-19,Crater,30-39,65,1,0,Virginia
2020-05-19,Virginia Beach,70-79,48,22,5,Virginia
2020-05-19,Virginia Beach,30-39,83,6,0,Virginia
2020-05-19,Piedmont,0-9,2,0,0,Virginia
2020-05-19,Central Shenandoah,30-39,198,4,0,Virginia
2020-05-19,Hampton,50-59,34,8,1,Virginia
2020-05-19,Peninsula,70-79,75,36,10,Virginia
2020-05-19,Arlington,20-29,259,21,0,Virginia
2020-05-19,West Piedmont,70-79,11,6,2,Virginia
2020-05-19,Richmond,20-29,147,7,0,Virginia
2020-05-19,Roanoke,0-9,5,0,0,Virginia
2020-05-19,Hampton,30-39,29,2,0,Virginia
2020-05-19,Thomas Jefferson,30-39,61,4,0,Virginia
2020-05-19,Western Tidewater,40-49,75,3,0,Virginia
2020-05-19,Richmond,50-59,125,25,0,Virginia
2020-05-19,Western Tidewater,50-59,98,5,0,Virginia
2020-05-19,Crater,Missing,0,0,0,Virginia
2020-05-19,Arlington,50-59,285,50,3,Virginia
2020-05-19,Piedmont,70-79,35,12,2,Virginia
2020-05-19,Alexandria,60-69,140,28,1,Virginia
2020-05-19,Portsmouth,30-39,61,3,0,Virginia
2020-05-19,Lenowisco,20-29,6,0,0,Virginia
2020-05-19,Central Virginia,30-39,32,1,0,Virginia
2020-05-19,Norfolk,10-19,15,1,0,Virginia
2020-05-19,New River,10-19,3,0,0,Virginia
2020-05-19,Central Virginia,20-29,24,2,0,Virginia
2020-05-19,Rappahannock,50-59,174,25,1,Virginia
2020-05-19,Rappahannock,60-69,102,33,4,Virginia
2020-05-19,Piedmont,20-29,88,0,0,Virginia
2020-05-19,New River,60-69,15,2,0,Virginia
2020-05-19,Roanoke,40-49,17,0,0,Virginia
2020-05-19,Three Rivers,20-29,64,1,0,Virginia
2020-05-19,Rappahannock,40-49,203,25,2,Virginia
2020-05-19,Portsmouth,80+,14,4,3,Virginia
2020-05-19,Central Shenandoah,Missing,1,0,0,Virginia
2020-05-19,Eastern Shore,70-79,40,8,3,Virginia
2020-05-19,Mount Rogers,70-79,15,6,1,Virginia
2020-05-19,Cumberland Plateau,70-79,2,0,0,Virginia
2020-05-19,Piedmont,10-19,5,0,0,Virginia
2020-05-19,Southside,20-29,24,2,0,Virginia
